Part Number,technical_classification,Family,Deduced CatS?
HUA21100,Metal Oxide Varistor - MOV,62F,FALSE
HUA14152,Metal Oxide Varistor - MOV,62F,FALSE
HUA35840,Metal Oxide Varistor - MOV,62F,FALSE
HUA27894,Metal Oxide Varistor - MOV,62F,FALSE
HUA11086,Metal Oxide Varistor - MOV,62F,FALSE
HUA39479,Metal Oxide Varistor - MOV,62F,FALSE
HUA45304,Metal Oxide Varistor - MOV,62F,FALSE
1PRT000226,Metal Oxide Varistor - MOV,62F,FALSE
157-230-00-004,Board to Board Connectors,63N,FALSE
HUA19759,Metal Oxide Varistor - MOV,62F,FALSE
TME09403,Copper Patch Cords,66L,FALSE
TME09405,Copper Patch Cords,66L,FALSE
TME01072,Diodes Modules and Bridges,60D,FALSE
152-150-00-011,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME11230,Cylindrical Connectors,63C,FALSE
152-149-00-011,Ceramic Capacitor Safety Certified,61F,FALSE
335-0071,Small Signal Zener,55R,FALSE
152-061-00-1,Ceramic Capacitor Safety Certified,61F,FALSE
152-147-00-011,Signal Film Capacitor,61L,FALSE
TME08686,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
152-142-00-011,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA22392,Lithium Thynl Chloride Batteries and Battery Packs,53U,FALSE
152-142-00-021,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME12017,Film/Composition/Miscellaneous Resistor,61A,FALSE
152-146-00-011,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
152-146-00-021,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA31845,Metal Oxide Varistor - MOV,62F,FALSE
TME11858,Board to Wire or Wire Connectors,63M,FALSE
TME10688,Metal Oxide Varistor - MOV,62F,FALSE
TME12021,Voltage Comparators,55M,FALSE
154-194-00-011,Silicon Power Diodes,59A,FALSE
TME11784,Thermal Management Accessories,72H,FALSE
TME10694,Small Signal Zener,55R,FALSE
TME09002,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME04904,Timing Circuits,3N6,FALSE
TME04249,Standard and Specialty Logic ICs,60H,FALSE
HUA37331,Standard PCB Mountable Inductors,62L,FALSE
HUA17562,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA10098,Heavy Duty Connector,55F,FALSE
TME09701,SRAM,3W8,FALSE
154-202-00-1,Silicon Power Diodes,59A,FALSE
TME10683,Cable Terminal-Splices-Cable Lugs,55A,FALSE
158-320-00-1,Gas Discharge Tube,62J,FALSE
152-151-06-047,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
ST433-001-148,Universal Motors,56C,FALSE
157-219-00-011,Board to Board Connectors,63N,FALSE
TME11298,Linear Voltage Regulator,3T2,FALSE
HUA10097,Heavy Duty Connector,55F,FALSE
155-249-00-011,DC/DC Switching Voltage Regulators,55K,FALSE
TME01159,Small Signal Zener,55R,FALSE
173-9761-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME06782,Wirewound Resistor,61C,FALSE
155-296-00-1,DC/DC Switching Voltage Regulators,55K,FALSE
TME10062,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
152-151-00-011,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA11265,Standard PCB Mountable Inductors,62L,FALSE
TME07303,Electrical Fuses,62V,FALSE
TME11149,Standard PCB Mountable Inductors,62L,FALSE
25430-20080,Electrical Fuses,62V,FALSE
369-0087-Z,Linear Voltage Regulator,3T2,FALSE
TME07770,Board to Wire or Wire Connectors,63M,FALSE
1NTC012153,Standard and Specialty Logic ICs,60H,FALSE
TME03583,SCR Discrete,3U7,FALSE
HUA35815,Cable Connector Assembled,66H,FALSE
TME00544,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME00863,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME00679,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME10369,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME10311,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME10312,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME11307,Cylindrical Connectors,63C,FALSE
349-0001-Z,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
TME11450,FPGA Volatile,3N9,FALSE
TME08072,Small Fans for Consumer Diameter <=200mm,64Q,FALSE
460-7234,,66Y,TRUE
TME11442,Crystal,60Y,FALSE
369-0156-Z,Voltage References,55N,FALSE
171-2153-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME06734,Flat Cable,54D,FALSE
TME11359,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME11412,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
HUA39268,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36253,MV Wire - Electrical >1KV,54A,FALSE
TME11306,Board to Board Connectors,63N,FALSE
TME10116,Board to Wire or Wire Connectors,63M,FALSE
TME11379,Linear Voltage Regulator,3T2,FALSE
TME11729,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA23858,Board to Wire or Wire Connectors,63M,FALSE
319-2227-Z,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
TME11920,Digital Isolators,3X1,FALSE
TME02810,Metal Oxide Varistor - MOV,62F,FALSE
TME00337,Medium and Large Lead Acid  Batteries  >17Ah,52N,FALSE
HUA44179,Standard PCB Mountable Inductors,62L,FALSE
1CAP002402,,61K,TRUE
TME03158,Potentiometers,61G,FALSE
TME10862,Cable Terminal-Splices-Cable Lugs,55A,FALSE
1CNR000353,,63N,TRUE
27110-00000,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
137-0R12-Z,,61A,TRUE
1PRT005218,Negative Temperature Coefficient - NTC Thermistor,61D,FALSE
TME05497,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
TME07244,Other Non-Volatile Memories,3W7,FALSE
TME07727,Standard PCB Mountable Transformers,66Y,FALSE
TME07640,Standard PCB Mountable Transformers,66Y,FALSE
PN072251P009,,63M,TRUE
335-0191-Z,Small Signal Zener,55R,FALSE
TME07033,Standard and Specialty Logic ICs,60H,FALSE
CA9P6K49,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME07686,Small Signal Zener,55R,FALSE
HUA43846,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
TME07720,Standard PCB Mountable Transformers,66Y,FALSE
TME07724,Standard PCB Mountable Transformers,66Y,FALSE
HUA29631,Medium and Large Lead Acid  Batteries  >17Ah,52N,FALSE
PN935405P048,,61J,TRUE
170-0010,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME07594,Board to Wire or Wire Connectors,63M,FALSE
TME03499,Operational Amplifier,3T3,FALSE
29430111BN,Small Signal Zener,55R,FALSE
HUA38600,Terminal Blocks for Printed Circuit Boards,63K,FALSE
152-131-00-011,Super Capacitor,61S,FALSE
152-160-00-011,Super Capacitor,61S,FALSE
154-205-00-1,Silicon Power Diodes,59A,FALSE
154-132-00-031,Silicon Power Diodes,59A,FALSE
TME11745,Power MOSFET,3U6,FALSE
HUA41079,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME11619,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
TME11618,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
TME08034,Silicon Power Diodes,59A,FALSE
HUA37431,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0182XB,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME12054,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
TME12047,NAND Flash-based Storage-Memory Card,3W6,FALSE
HUA46378,LED Visible,60E,FALSE
HUA21022,I/O Connectors,63R,FALSE
TME11435,I/O Connectors,63R,FALSE
TME12158,Small Signal Diode - Rectifier,55J,FALSE
TME01193,Standard PCB Mountable Inductors,62L,FALSE
TME04386,Metal Oxide Varistor - MOV,62F,FALSE
TME09990,Standard PCB Mountable Transformers,66Y,FALSE
TME08376,Voltage Comparators,55M,FALSE
TME00199,Voltage References,55N,FALSE
232-1155-Z,Signal Film Capacitor,61L,FALSE
TME09142,Digital Isolators,3X1,FALSE
TME01478,Other Non-Volatile Memories,3W7,FALSE
TME02535,Standard Ferrites,67F,FALSE
HUA31059,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME02556,Standard PCB Mountable Transformers,66Y,FALSE
TME01963,LED Non-Visible / Infrared,60I,FALSE
TME01168,Metal Oxide Varistor - MOV,62F,FALSE
HUA44303,Passive Antenna - PCBA Mountable,63X,FALSE
TME06272,Standard and Specialty Logic ICs,60H,FALSE
TME11785,Operational Amplifier,3T3,FALSE
SZ1RU7507,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
CC4220,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME07731,Standard PCB Mountable Transformers,66Y,FALSE
HUA47244,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28070-34151,Film/Composition/Miscellaneous Resistor,61A,FALSE
P0153PC,Silicon Power Diodes,59A,FALSE
TME07722,Standard PCB Mountable Transformers,66Y,FALSE
26090-01510,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA17405,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
HUA31062,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA41036,NOR Flash,3W4,FALSE
1RES005746,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME11416,Signal Film Capacitor,61L,FALSE
TME06811,Standard PCB Mountable Inductors,62L,FALSE
TME07224,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME03477,SiC Diode-Rectifier,3U8,FALSE
HUA45087,Standard and Specialty Logic ICs,60H,FALSE
TME07245,Board to Wire or Wire Connectors,63M,FALSE
TME07233,Board to Wire or Wire Connectors,63M,FALSE
HUA24288,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME07709,Standard PCB Mountable Transformers,66Y,FALSE
TME11659,Switch-PCB Non Rotary,62A,FALSE
SZ1RA5561,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME08955,Board to Wire or Wire Connectors,63M,FALSE
HUA43990,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
HUA15709,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME07360,Standard PCB Mountable Inductors,62L,FALSE
TME09228,Digital Isolators,3X1,FALSE
TME02250,Standard PCB Mountable Transformers,66Y,FALSE
TME07301,Voltage Comparators,55M,FALSE
TME03504,Metal Oxide Varistor - MOV,62F,FALSE
TME03064,Operational Amplifier,3T3,FALSE
TME03161,Digital Isolators,3X1,FALSE
TME05318,DC/DC Converter Module,63G,FALSE
TME03067,Operational Amplifier,3T3,FALSE
TME05223,Digital Isolators,3X1,FALSE
1DDE013367,Small Signal Diode - Rectifier,55J,FALSE
TME05811,Standard PCB Mountable Transformers,66Y,FALSE
TME04396,NOR Flash,3W4,FALSE
TME12170,Electronic Fuses SMD Type,72E,FALSE
HUA24289,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME11101,Small Signal Diode - Rectifier,55J,FALSE
25419-20800,,62Z,TRUE
TME12232,Thermal Management Accessories,72H,FALSE
350-4040,Standard and Specialty Logic ICs,60H,FALSE
TME12027,Board to Wire or Wire Connectors,63M,FALSE
TME10685,Board to Board Connectors,63N,FALSE
TME08250,Power Driver / Switch,69T,FALSE
TME11040,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME08681,Multiplexer/Demultiplexer - Analog,58Z,FALSE
TME08586,Board to Wire or Wire Connectors,63M,FALSE
TME08251,Power Driver / Switch,69T,FALSE
TME09858,Board to Wire or Wire Connectors,63M,FALSE
TME01813,Standard PCB Mountable Inductors,62L,FALSE
HUA43830,Cylindrical Connectors,63C,FALSE
TME10182,Standard PCB Mountable Transformers,66Y,FALSE
HUA43831,Cylindrical Connectors,63C,FALSE
TME07137,"Primary Cells and PCM (Li cell  bare cell, Li cell with tab ,Li coin cell with connector)",53A,FALSE
TME11342,Crystal Oscillator,67K,FALSE
TME07855,Accessories for Connectors,63Z,FALSE
TME07656,Operational Amplifier,3T3,FALSE
202-3007-Z,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
TME01102,Standard Ferrites,67F,FALSE
TME05423,Standard PCB Mountable Inductors,62L,FALSE
HUA27492,Electronic Fuses SMD Type,72E,FALSE
TME07832,Digital Isolators,3X1,FALSE
TME02292,Switches - Analog,69Z,FALSE
TME07057,Multiplexer/Demultiplexer - Analog,58Z,FALSE
TME10177,Standard PCB Mountable Transformers,66Y,FALSE
TME05503,Operational Amplifier,3T3,FALSE
TME06556,Board to Board Connectors,63N,FALSE
TME07821,Electrical Fuses,62V,FALSE
TME05239,Standard PCB Mountable Inductors,62L,FALSE
TME02097,Board to Board Connectors,63N,FALSE
TME03110,Standard PCB Mountable Transformers,66Y,FALSE
TME07127,Standard PCB Mountable Transformers,66Y,FALSE
TME00537,Standard Ferrites,67F,FALSE
TME06510,Multiplexer/Demultiplexer - Analog,58Z,FALSE
TME09212,Standard PCB Mountable Inductors,62L,FALSE
TME07654,Board to Wire or Wire Connectors,63M,FALSE
HUA42544,Ribbon Cable Connectors,63I,FALSE
TME00977,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME05427,Standard PCB Mountable Inductors,62L,FALSE
TME01962,Phototransistor,60X,FALSE
TME01539,Standard PCB Mountable Inductors,62L,FALSE
TME04333,Litz Wire,10G,FALSE
TME04265,Fuse Holder and Accessories,62Y,FALSE
TME00576,MOS / IGBT Drivers,3T5,FALSE
TME01034,DRAM,3W1,FALSE
TME07689,Digital Isolators,3X1,FALSE
TME02959,Switches - Analog,69Z,FALSE
TME08801,Multiplexer/Demultiplexer - Analog,58Z,FALSE
HUA44304,Passive Antenna - PCBA Mountable,63X,FALSE
TME02609,Standard Ferrites,67F,FALSE
TME05196,Thermal Management Accessories,72H,FALSE
TME04543,Standard PCB Mountable Transformers,66Y,FALSE
TME05388,Digital Isolators,3X1,FALSE
TME02300,Operational Amplifier,3T3,FALSE
234-6106-Z,Signal Film Capacitor,61L,FALSE
TME09205,Switches - Analog,69Z,FALSE
TME08227,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME06611,Switches - Analog,69Z,FALSE
TME02299,Operational Amplifier,3T3,FALSE
TME05021,Multiplexer/Demultiplexer - Analog,58Z,FALSE
TME00689,Metal Oxide Varistor - MOV,62F,FALSE
TME05525,Digital Isolators,3X1,FALSE
TME04931,Accessories for Connectors,63Z,FALSE
TME01580,Crystal,60Y,FALSE
TME02086,Positive Temperature Coefficient - PTC Thermistor,62E,FALSE
TME06138,Standard Ferrites,67F,FALSE
TME02153,Standard PCB Mountable Inductors,62L,FALSE
232-0333-Z-001,Signal Film Capacitor,61L,FALSE
TME00690,Metal Oxide Varistor - MOV,62F,FALSE
232-0332,Signal Film Capacitor,61L,FALSE
232-0330,Signal Film Capacitor,61L,FALSE
TME08680,Voltage Comparators,55M,FALSE
232-0225-01,Signal Film Capacitor,61L,FALSE
232-0224-Z,Signal Film Capacitor,61L,FALSE
TME04997,Metal Oxide Varistor - MOV,62F,FALSE
232-0223-Z-001,Signal Film Capacitor,61L,FALSE
TME05596,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
232-0223-Z,Signal Film Capacitor,61L,FALSE
TME02176,Standard PCB Mountable Inductors,62L,FALSE
TME06999,Standard PCB Mountable Transformers,66Y,FALSE
232-0222,Signal Film Capacitor,61L,FALSE
232-0155-Z,Signal Film Capacitor,61L,FALSE
TME02665,Standard PCB Mountable Inductors,62L,FALSE
226-0473,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME00512,Standard PCB Mountable Inductors,62L,FALSE
226-0471-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
226-0470-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME07020,Digital Isolators,3X1,FALSE
TME09373,Timing Circuits,3N6,FALSE
226-0332,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME09646,Cable Terminal-Splices-Cable Lugs,55A,FALSE
226-0221,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME07826,Temperature-Humidity Sensor,58W,FALSE
226-0105-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
226-0104-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME02073,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
226-0103,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME01076,Standard PCB Mountable Inductors,62L,FALSE
226-0102-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME08230,Power Driver / Switch,69T,FALSE
TME07613,Cylindrical Connectors,63C,FALSE
HUA24499,Standard and Specialty Logic ICs,60H,FALSE
311064260,Film/Composition/Miscellaneous Resistor,61A,FALSE
223-3104-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
335-0196-Z,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
223-3102-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
223-2331-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA29567,Medium and Large Lead Acid  Batteries  >17Ah,52N,FALSE
TME07718,Standard PCB Mountable Transformers,66Y,FALSE
223-2104-Z-01,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
223-2104-Z,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME03247,Analog/Digital Converters,3T9,FALSE
223-2104-01,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME01652,Terminal Blocks for Printed Circuit Boards,63K,FALSE
223-2104,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
27908-02249,Small Signal Zener,55R,FALSE
220-0104-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
450-0160-Z-700,,59K,TRUE
220-0103-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
31856242EF,,62G,TRUE
TME02566,Film/Composition/Miscellaneous Resistor,61A,FALSE
220-0102-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
TME07721,Standard PCB Mountable Transformers,66Y,FALSE
220-0101-Z,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA30438,Linear Voltage Regulator,3T2,FALSE
TME08364,Voltage Comparators,55M,FALSE
HUA38744,Switches - Analog,69Z,FALSE
219-2102,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
HUA18469,Operational Amplifier,3T3,FALSE
HUA16413,Linear Voltage Regulator,3T2,FALSE
219-1223,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
HUA19119,MOS / IGBT Drivers,3T5,FALSE
205-0232-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
154-128-00-1,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
205-0230-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
28160-78051,Linear Voltage Regulator,3T2,FALSE
TME00144,Linear Voltage Regulator,3T2,FALSE
205-0222,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
205-0220-Z-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
205-0220-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
205-0220-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
205-0220,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
205-0152-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
203-5331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
130-1132,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA22736,Linear Voltage Regulator,3T2,FALSE
203-5221,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA24106,Linear Voltage Regulator,3T2,FALSE
HUA36414,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
203-5101,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
28160-00082,Linear Voltage Regulator,3T2,FALSE
203-5100,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA42248,Crystal Oscillator,67K,FALSE
203-5068-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA21764,Linear Voltage Regulator,3T2,FALSE
HUA33656,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
TME00872,Standard PCB Mountable Inductors,62L,FALSE
28160-06670,Linear Voltage Regulator,3T2,FALSE
203-4470-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA46658,Linear Voltage Regulator,3T2,FALSE
HUA26296,Crystal,60Y,FALSE
203-4152,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
TME07725,Standard PCB Mountable Transformers,66Y,FALSE
TME07012,Standard PCB Mountable Inductors,62L,FALSE
203-4120,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
27920-80231,Metal Oxide Varistor - MOV,62F,FALSE
HUA18987,Operational Amplifier,3T3,FALSE
TME00453,Linear Voltage Regulator,3T2,FALSE
203-4100,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA10605,Ceramic Resonator,67M,FALSE
203-4047-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA21450,Linear Voltage Regulator,3T2,FALSE
HUA34666,Linear Voltage Regulator,3T2,FALSE
HUA45932,Linear Voltage Regulator,3T2,FALSE
203-3680-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA25602,Operational Amplifier,3T3,FALSE
203-3561-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA22961,Linear Voltage Regulator,3T2,FALSE
HUA26299,Linear Voltage Regulator,3T2,FALSE
203-2681-Z,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
203-2680-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA15048,Linear Voltage Regulator,3T2,FALSE
203-2560-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA17283,Linear Voltage Regulator,3T2,FALSE
TME05288,Linear Voltage Regulator,3T2,FALSE
HUA41743,Operational Amplifier,3T3,FALSE
203-2471,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA45726,Standard PCB Mountable Inductors,62L,FALSE
HUA36326,Positive Temperature Coefficient - PTC Thermistor,62E,FALSE
203-2470-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
1NTC012315,Voltage Comparators,55M,FALSE
HUA24657,Operational Amplifier,3T3,FALSE
HUA21791,Fuse Holder and Accessories,62Y,FALSE
203-24101-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-3452,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3516,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0218,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-136-021,Cable Terminal-Splices-Cable Lugs,55A,FALSE
203-1470-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-3585,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0537,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-151-024,Cable Terminal-Splices-Cable Lugs,55A,FALSE
203-14331-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
ST437-101-033,Cable Terminal-Splices-Cable Lugs,55A,FALSE
25223107,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST437-134-014,Cable Terminal-Splices-Cable Lugs,55A,FALSE
HUA21934,Operational Amplifier,3T3,FALSE
203-13681-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA31365,Linear Voltage Regulator,3T2,FALSE
HUA41241,Linear Voltage Regulator,3T2,FALSE
1NTC007954,Linear Voltage Regulator,3T2,FALSE
HUA30207,Linear Voltage Regulator,3T2,FALSE
203-0682-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA14934,Linear Voltage Regulator,3T2,FALSE
HUA19206,Operational Amplifier,3T3,FALSE
203-0680,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
1NTC013325,Linear Voltage Regulator,3T2,FALSE
HUA15173,Linear Voltage Regulator,3T2,FALSE
701-3525,Cable Terminal-Splices-Cable Lugs,55A,FALSE
203-04R7,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-2015,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3457,Cable Terminal-Splices-Cable Lugs,55A,FALSE
203-0477-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-3538,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-6471-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
715-0262,Cable Terminal-Splices-Cable Lugs,55A,FALSE
715-3063,Cable Terminal-Splices-Cable Lugs,55A,FALSE
724-2009,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-6221-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
28160-03172,Linear Voltage Regulator,3T2,FALSE
202-6152-Z,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
HUA26602,Crystal,60Y,FALSE
202-6102-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA31835,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
HUA16106,Linear Voltage Regulator,3T2,FALSE
202-54R7,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA39874,DC/DC Converter Module,63G,FALSE
HUA18988,Operational Amplifier,3T3,FALSE
202-5471-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
202-2272-Z,Aluminum Electrolytic Capacitor - Snap In Type,61J,FALSE
701-0276,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-2221-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
ST437-101-034,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-2220-01,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-0904,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-2220,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
715-3111,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-7300,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-5081,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-2101-Z-003,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
HUA37397,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0119,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-0222,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-4116,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-0221-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-0535,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3571,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-0095,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-7206,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3473,Cable Terminal-Splices-Cable Lugs,55A,FALSE
701-3450,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-0182-Z,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-0512,Cable Terminal-Splices-Cable Lugs,55A,FALSE
202-0120-Z-001,Aluminum Electrolytic Capacitor - Radial Type,61Q,FALSE
701-3406,Cable Terminal-Splices-Cable Lugs,55A,FALSE
HUA37473,Cable Terminal-Splices-Cable Lugs,55A,FALSE
